TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
11383,"Unknown Insect sp311","5K 45C","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Stobaera ","None"
11385,"Euidella altamazonica","5K 47A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Delphacidae","Euidella ","None"
11386,"Megamelus megastylus","5K 47B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Delphacidae","Megamelus ","None"
11387,"Unknown Insect sp325 & 326","5K 47C + 47D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown","Two unknown species."
11388,"Unknown Insect sp314","5m 575","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Issidae","Thionia ","None"
11389,"Unknown Insect sp316","5M 389","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Issidae","Thionia ","None"
11390,"Thionia transversa","5M 387","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Issidae","Thionia ","None"
11391,"Unknown Insect sp315","5M 5M-9","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Issidae","Thionia ","None"
11392,"Amastris angulata","1A 39A =39A2=39B=39A1","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11393,"Amastris peruviana","1A 39D","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11394,"Amastris obtegens","1A 39D1","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11395,"Amastris triviale","1A 39E","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11396,"Amastris concolor","1A 39 E1","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11397,"Amastris vismiae","1A 39E2","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11398,"Llalemandia nodosa","1A 180","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Llalemandia ","None"
11399,"Stictopelta acutula","1A 181","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Stictopelta ","None"
11400,"Vanduzeca segmentata","1A 228","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Vanduzeca ","None"
11401,"Tragopa bugabensis + Anobilia nigra To..","1A 229A","Fowler","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Tragopa ","None"
11402,"Tragopa bucktoni","1A 229C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Tragopa ","None"
11403,"Harmonides reticulata 1","1A 231A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Harmonides ","None"
11404,"Unknown Insect sp293","1A 231A1","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Membracidae","Harmonides ","None"
11405,"Horiola picta","1A 231C =231D","Coquebert","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Horiola ","None"
11406,"Harmonides dispar","1A 231E","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Harmonides ","None"
11407,"Harmonides reticulata 2","1A 231H","Fabricius","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Harmonides ","None"
11408,"Unknown Insect sp294","1A 231G","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Membracidae","Harmonides ","None"
11409,"Lycoderes serraticornis","1A 233A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Lycoderes ","None"
11410,"Thracymedes walkeri","1A 300A","Metcalf & Wade","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Thracymedes ","None"
11411,"Tolania opponens","1A 246 = 1A-24(cf. 304A)","Walker","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Tolania ","None"
11412,"Bolbonota cuneata","1A 239","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Bolbonota ","None"
11413,"Micrutalis godfreyi","1A 300E1","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Micrutalis ","None"
11414,"Micrutalis binaria","1A 300E","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Micrutalis ","None"
11415,"Procyrta pectoralis","1A 300B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Procyrta ","None"
11416,"Actualis nigrinervis","1A 300F","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Actualis ","None"
11417,"Unknown Insect sp298","1A 301","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Membracidae","Lycoderes ","None"
11418,"Unknown Insect sp317","1A 304B(not 304A which =246)","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Membracidae","Tolania ","None"
11419,"Guayaquilia compressa","1A 305","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Guayaquilia ","None"
11420,"Unknown Insect sp297","1A 307","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Membracidae","Hormonides ","None"
11421,"Gerridius scutellatus","1A 311","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Gerridius ","None"
11422,"Tynelia brunnea","1A 332","Broomfield","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Tynelia ","None"
11423,"Amastris froeschneri (1)","1A 465A (cf.1A-162)","Broomfield","Species","Unknown","Arthropoda","Insecta","Hemiptera","Membracidae","Amastris ","None"
11424,"Unknown Insect sp268","B-5 (5A+B+C)","Unknown","Species","Cuban cockroach","Arthropoda","Insecta","Dictyoptera","Blattidae","Panchlora ","Typical habitat is a tropical coastal area."
11425,"Unknown Insect sp266","5A","Unknown","Species","None","Arthropoda","Insecta","Dictyoptera","Blattidae","Panchlora ","None"
11426,"Unknown Insect sp265","5B","Unknown","Species","None","Arthropoda","Insecta","Dictyoptera","Blattidae","Panchlora ","None"
11427,"Unknown Insect sp267","5C","Unknown","Species","None","Arthropoda","Insecta","Dictyoptera","Blattidae","Panchlora ","None"
11428,"Epilampra conferta","B-6","Walker","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Epilampra ","None"
11429,"Chromatonotus heterus","B-7","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chromatonotus ","None"
11430,"Chromatonotus quarequae","B-8","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chromatonotus ","None"
11431,"Chromatonotus spp. ""h"" + ?","B-9(rainy) + B-164(dry)","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chromatonotus ","None"
11432,"Chorisoneura gatunae","B-10A","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11433,"Chorisoneura bradleyi","B-10B","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11434,"Chorisoneura cabimae","B-10C","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11435,"Achroblatta luteola","B-11","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Achroblatta ","None"
11436,"Blaberus giganteus","B-12","Unknown","Species","Drummer","Arthropoda","Insecta","Dictyoptera","Blattidae","Blaberus ","None"
11437,"Archimandrita tessellata","B-14","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Archimandrita ","None"
11438,"Rhytidometopium megalopterum","B-20","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Rhytidometopium ","None"
11439,"Latindia dohrniana","B-21","S.& Z.","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Latindia ","None"
11440,"Drabeha dichroa","B-27","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Drabeha ","None"
11441,"Compsodes cucullatus","B-28","S.& Z.","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Compsodes ","None"
11442,"Epilampra azteca","B-30","Saussure","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Epilampra ","None"
11443,"Chorisoneura specilliger","B-36","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11444,"Chorisoneura n. sp. Nr. gemmicula ""mm""","B-36B","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11445,"Cahita n. sp.","B-37","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Cahita ","None"
11446,"Ceratinoptera picta","B-38","Brunner","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Ceratinoptera ","Includes Ceratinoptera bilunata."
11447,"Phortioeca phoraspoides","B-41","Walker","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Phortioeca ","None"
11448,"Anaplecta alaris","B42","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Anaplecta ","None"
11449,"Anaplecta cabimae","B45","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Anaplecta ","None"
11450,"Chorisoneura fuscipennis","B-46","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11451,"Chorisoneura panamae","B-47","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11452,"Chorisoneura n.sp. ""p"" and ""pp""","B-47B + B-131","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chorisoneura ","None"
11453,"Anaplecta gemma","B-48","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Anaplecta ","None"
11454,"Latiblattella bradleyi","B-50","S.& Z.","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Latiblattella ","None"
11458,"Dendroblatta n.sp. ""S""","B-51","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Dendroblatta ","None"
11459,"Ischnoptera n.sp.nr. ""tt""","B-52=49B=49","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Ischnoptera ","None"
11460,"Macrophyllodromia maximiliani","B-56","S.","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Macrophyllodromia ","None"
11461,"Cahita n. sp. ""a"" = ""aa""","B-57","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Cahita ","None"
11462,"Compsodes delicatulus","B-58","S.& Z.","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Compsodes ","None"
11463,"Imblattella impar","B-59","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Imblattella ","None"
11464,"Anaplecta lateralis","B-69","Burmeister","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Anaplecta ","None"
11465,"Nyctibora n.sp. ""J""","B-64","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Nyctibora ","None"
11466,"Nyctibora noctivaga","B-65","Rehn","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Nyctibora ","None"
11467,"Anaplecta asema","B-61","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Anaplecta ","None"
11472,"Euhypnorna grata/E. neograta","B-71, B-71B","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Euhypnorna ","None"
11473,"Epilampra columbiana","B-79","Saussure","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Epilampra ","None"
11474,"Riatia fulgida","B-88","Saussure","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Riatia ","None"
11476,"Chromatonotus n.sp. ""F""","B-114","Unknown","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chromatonotus ","None"
11477,"Chromatonotus lamprus","B-116","Hebard","Species","Unknown","Arthropoda","Insecta","Dictyoptera","Blattidae","Chromatonotus ","None"
11481,"Clastospera antica","2A 5D","Fowler","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Clastospera ","None"
11482,"Ocoaxo distans","2A 52A","Nast.","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cercopidae","Ocoaxo ","None"
11483,"Microsargane vittata","2A 154A","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Microsargane ","None"
11484,"Cephisus siccifolius","2A 194","Walker","Species","Froghopper","Arthropoda","Insecta","Hemiptera","Cercopidae","Cephisus ","Some entomologists restrict the Cercopidae to the genus Cercopis. Other froghoppers are then placed in the family Aphrophoridae."
11485,"Zammara calochroma","O Abci","Walker","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadidae","Zammara ","None"
11486,"Unknown Insect sp291","O B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadidae","Dorisiana ","None"
11487,"Taphura hastifera","O C","Walker","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadidae","Taphura ","None"
11488,"Fidicina mannifera","O D","Fabricius","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadidae","Fidicina ","None"
11489,"Pacarina signifera","O F","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadidae","Pacarina ","None"
11490,"Dorisiana sp. nr. Cachla","O G","Distant","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadidae","Dorisiana ","None"
11491,"Selymbria ahyetios","O H-2","Ramos & Wolda","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadidae","Selymbria ","None"
11492,"Selymbria pluvialis","O I","Ramos & Wolda","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadidae","Selymbria ","None"
11496,"Ladoffa uncata","4A 6A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Ladoffa ","None"
11497,"Ladoffa ignota","4A 6B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Ladoffa ","None"
11498,"Ladoffa samnionnis","4A 6C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Ladoffa ","None"
11499,"Tylozygus fasciatus","4A 2c","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tylozygus ","None"
11500,"Plesiommata mollicella","4A 10","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Plesiommata ","None"
11501,"Tylozygus geometricus","A4 7A","Signoret","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tylozygus ","None"
11503,"Hortensia similis","4a40","Unknown","Species","Sharpshooter","Arthropoda","Insecta","Hemiptera","Cicadellidae","Hortensia ","None"
11504,"Coronigoniella formocula","4A 75A","Young","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Coronigoniella ","None"
11505,"Unknown Insect sp276","4A 75B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Coronigoniella ","None"
11506,"Stephanolla cazapana","4A75C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Stephanolla ","None"
11507,"Acrogonia nigriceps/niggriceps","4A 100A","Fowler","Species","Leafhopper or Sharpshooter","Arthropoda","Insecta","Hemiptera","Cicadellidae","Acrogonia ","None"
11508,"Diestostemma blantoni","4A 110A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae?","Diestostemma ","None"
11511,"Neonirvana scissa","4A 155A","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Neonirvana ","None"
11512,"Soosiulus salutaris","4A 185A","Unknown","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadellidae","Soosiulus ","None"
11514,"Amblyscarta resolubrus","4A 309","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Amblyscarta ","None"
11515,"Pseudophera sp. Nr. Heterogenea","4A 348","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae?","Pseudophera ","None"
11518,"Neococytius duponchel","Sph-2","Unknown","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Sphingidae","Neococytius ","None"
11519,"Neococytius medor","Sph-3","Unknown","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Sphingidae","Neococytius ","None"
